Company,City,County,State,yr built,cases_jul_17,date_first_case,_deaths,date_first_death,num_employees,num_tests,any_closure,flag?,close_date,reopen_date,meat_type,estnumber,line_speed_waiver,Sources,Notes,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link
unknown,unknown,unknown,Nebraska,,"1 of 23 affected plants in state, per CDC; total of 4,596 workers tested positive in state, per Lincoln Journal-Star",7/6/2020,18 total in state,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"Centers for Disease Control and Prevention, Lincoln Journal-Star",,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,https://journalstar.com/news/state-and-regional/govt-and-politics/ricketts-keeps-coronavirus-options-open-as-he-eyes-other-outbreaks/article_4b4742bc-c0a8-57b7-880b-0d54eada5181.html,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Nebraska,,"1 of 23 affected plants in state, per CDC; total of 4,596 workers tested positive in state, per Lincoln Journal-Star",7/6/2020,18 total in state,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"Centers for Disease Control and Prevention, Lincoln Journal-Star",,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,https://journalstar.com/news/state-and-regional/govt-and-politics/ricketts-keeps-coronavirus-options-open-as-he-eyes-other-outbreaks/article_4b4742bc-c0a8-57b7-880b-0d54eada5181.html,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Nebraska,,"1 of 23 affected plants in state, per CDC; total of 4,596 workers tested positive in state, per Lincoln Journal-Star",7/6/2020,18 total in state,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"Centers for Disease Control and Prevention, Lincoln Journal-Star",,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,https://journalstar.com/news/state-and-regional/govt-and-politics/ricketts-keeps-coronavirus-options-open-as-he-eyes-other-outbreaks/article_4b4742bc-c0a8-57b7-880b-0d54eada5181.html,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Nebraska,,"1 of 23 affected plants in state, per CDC; total of 4,596 workers tested positive in state, per Lincoln Journal-Star",7/6/2020,18 total in state,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"Centers for Disease Control and Prevention, Lincoln Journal-Star",,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,https://journalstar.com/news/state-and-regional/govt-and-politics/ricketts-keeps-coronavirus-options-open-as-he-eyes-other-outbreaks/article_4b4742bc-c0a8-57b7-880b-0d54eada5181.html,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Nebraska,,"1 of 23 affected plants in state, per CDC; total of 4,596 workers tested positive in state, per Lincoln Journal-Star",7/6/2020,18 total in state,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"Centers for Disease Control and Prevention, Lincoln Journal-Star",,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,https://journalstar.com/news/state-and-regional/govt-and-politics/ricketts-keeps-coronavirus-options-open-as-he-eyes-other-outbreaks/article_4b4742bc-c0a8-57b7-880b-0d54eada5181.html,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Nebraska,,"1 of 23 affected plants in state, per CDC; total of 4,596 workers tested positive in state, per Lincoln Journal-Star",7/6/2020,18 total in state,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"Centers for Disease Control and Prevention, Lincoln Journal-Star",,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,https://journalstar.com/news/state-and-regional/govt-and-politics/ricketts-keeps-coronavirus-options-open-as-he-eyes-other-outbreaks/article_4b4742bc-c0a8-57b7-880b-0d54eada5181.html,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Nebraska,,"1 of 23 affected plants in state, per CDC; total of 4,596 workers tested positive in state, per Lincoln Journal-Star",7/6/2020,18 total in state,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"Centers for Disease Control and Prevention, Lincoln Journal-Star",,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,https://journalstar.com/news/state-and-regional/govt-and-politics/ricketts-keeps-coronavirus-options-open-as-he-eyes-other-outbreaks/article_4b4742bc-c0a8-57b7-880b-0d54eada5181.html,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Nebraska,,"1 of 23 affected plants in state, per CDC; total of 4,596 workers tested positive in state, per Lincoln Journal-Star",7/6/2020,18 total in state,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"Centers for Disease Control and Prevention, Lincoln Journal-Star",,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,https://journalstar.com/news/state-and-regional/govt-and-politics/ricketts-keeps-coronavirus-options-open-as-he-eyes-other-outbreaks/article_4b4742bc-c0a8-57b7-880b-0d54eada5181.html,,,,,,,,,,,,,,,,
unknown,unknown,unknown,New Mexico,,"1 of 2 affected plants in state, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,Chatham,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",4/21/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"North Carolina Department of Health and Human Services press release, North Carolina Health News, The Guardian","North Carolina Health News reported: ""The state Department of Health and Human Services, which issued the news release, declined in a subsequent email to name the plants with outbreaks or how many cases each plant has reported. The department would say only that 118 people have tested positive for the coronavirus at the five plants."" No facility names released. This might be Mountaire Farms in Siler City, which had 11 cases: https://www.wral.com/coronavirus/mass-testing-at-mountaire-farms-to-begin-thursday-amid-covid-19-outbreak/19066950/",https://www.ncdhhs.gov/news/press-releases/north-carolina-leaders-act-protect-workers-food-processing-facilities,https://www.northcarolinahealthnews.org/2020/04/22/coronavirus-invading-n-c-meat-processing-plants/,https://www.northcarolinahealthnews.org/2020/04/25/poultry-companies-covid-19/,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,
unknown,unknown,Duplin,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",4/28/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"North Carolina Department of Health and Human Services press release, North Carolina Health News, The Guardian","might be Butterball plant with 52 employees testing positive, per WITN-TV",https://www.ncdhhs.gov/news/press-releases/north-carolina-leaders-act-protect-workers-food-processing-facilities,https://www.witn.com/content/news/Memos-say-52-employees-at-Butterball-have-569984731.html,https://www.northcarolinahealthnews.org/2020/05/01/smithfield-struggles-to-contain-covid/,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,
unknown,unknown,Lee,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",4/28/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"North Carolina Department of Health and Human Services press release, North Carolina Health News, The Guardian",no facility names released,https://www.ncdhhs.gov/news/press-releases/north-carolina-leaders-act-protect-workers-food-processing-facilities,https://www.northcarolinahealthnews.org/2020/05/01/smithfield-struggles-to-contain-covid/,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,
unknown,unknown,Robeson,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",4/28/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"North Carolina Department of Health and Human Services press release, North Carolina Health News, The Guardian","This could be Mountaire Farms' Lumber Bridge plant, which has 9 positive cases: https://www.wral.com/coronavirus/mass-testing-at-mountaire-farms-to-begin-thursday-amid-covid-19-outbreak/19066950/",https://www.ncdhhs.gov/news/press-releases/north-carolina-leaders-act-protect-workers-food-processing-facilities,https://www.northcarolinahealthnews.org/2020/05/01/smithfield-struggles-to-contain-covid/,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,
unknown,unknown,Sampson,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",4/28/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"The News & Observer, North Carolina Health News, The Guardian","News & Observer reported 13 plants in NC have outbreaks, still trying to figure out which ones",https://www.newsobserver.com/news/coronavirus/article242374006.html,https://www.northcarolinahealthnews.org/2020/05/01/smithfield-struggles-to-contain-covid/,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,
unknown,unknown,Richmond,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",4/28/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"The News & Observer, North Carolina Health News, The Guardian","News & Observer reported 13 plants in NC have outbreaks, still trying to figure out which ones",https://www.newsobserver.com/news/coronavirus/article242374006.html,https://www.northcarolinahealthnews.org/2020/05/01/smithfield-struggles-to-contain-covid/,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,
unknown,unknown,Surry,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",4/28/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"The News & Observer, North Carolina Health News, The Guardian","News & Observer reported 13 plants in NC have outbreaks, still trying to figure out which ones",https://www.newsobserver.com/news/coronavirus/article242374006.html,https://www.northcarolinahealthnews.org/2020/05/01/smithfield-struggles-to-contain-covid/,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,
unknown,unknown,Union,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",4/28/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"North Carolina Health News, The Guardian",,https://www.northcarolinahealthnews.org/2020/05/01/smithfield-struggles-to-contain-covid/,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,,
unknown,unknown,Wilson,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",4/30/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"North Carolina Health News, The Guardian",,https://www.northcarolinahealthnews.org/2020/05/01/smithfield-struggles-to-contain-covid/,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,,
unknown,unknown,Hoke,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",4/30/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"North Carolina Health News, The Guardian",,https://www.northcarolinahealthnews.org/2020/05/01/smithfield-struggles-to-contain-covid/,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,,
unknown,unknown,Davie,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",5/5/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"Bladen Journal, The Guardian",,https://www.bladenjournal.com/news/31799/coronavirus-57-percent-increase-in-cases-over-7-days-to-nearly-1000-at-north-carolina-meat-plants,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,,
unknown,unknown,Randolph,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",5/5/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"Bladen Journal, The Guardian",,https://www.bladenjournal.com/news/31799/coronavirus-57-percent-increase-in-cases-over-7-days-to-nearly-1000-at-north-carolina-meat-plants,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,,
unknown,unknown,Wayne,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",5/5/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"Bladen Journal, The Guardian",,https://www.bladenjournal.com/news/31799/coronavirus-57-percent-increase-in-cases-over-7-days-to-nearly-1000-at-north-carolina-meat-plants,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,,
unknown,unknown,Catawba,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",5/5/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"Bladen Journal, The Guardian",,https://www.bladenjournal.com/news/31799/coronavirus-57-percent-increase-in-cases-over-7-days-to-nearly-1000-at-north-carolina-meat-plants,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,,
unknown,unknown,Johnston,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",5/5/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"North Carolina Health News, The Guardian",,https://www.northcarolinahealthnews.org/2020/05/05/coronavirus-today-may-5/,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,,
unknown,unknown,Mecklenburg,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",5/8/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"CBS17 Raleigh Durham Fayetteville (WNCN), The Guardian",,https://www.cbs17.com/community/health/coronavirus/1000-test-positive-for-covid-19-at-meat-processing-facilities-across-nc/,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,,
unknown,unknown,Pender,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",5/8/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"CBS17 Raleigh Durham Fayetteville (WNCN), The Guardian",,https://www.cbs17.com/community/health/coronavirus/1000-test-positive-for-covid-19-at-meat-processing-facilities-across-nc/,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,,
unknown,unknown,unknown,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",5/12/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"WRAL, Associated Press, The Guardian",,https://www.wbtv.com/2020/05/12/nc-has-meat-processing-plants-with-covid-outbreaks-more-than-cases/,https://apnews.com/ae7b72ed80ba9a13a26eea9d56fde964,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,
unknown,unknown,unknown,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",5/23/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"WRAL, Associated Press, The Guardian",,https://www.wral.com/coronavirus/we-can-t-stay-home-undocumented-meat-packers-sacrifice-safety-for-paycheck/19100360/,https://apnews.com/ae7b72ed80ba9a13a26eea9d56fde964,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,
unknown,unknown,unknown,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",5/23/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"WRAL, Associated Press, The Guardian",,https://www.wral.com/coronavirus/we-can-t-stay-home-undocumented-meat-packers-sacrifice-safety-for-paycheck/19100360/,https://apnews.com/ae7b72ed80ba9a13a26eea9d56fde964,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,
unknown,unknown,unknown,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",5/28/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"WRAL, Associated Press, The Guardian",,https://www.wral.com/coronavirus/we-can-t-stay-home-undocumented-meat-packers-sacrifice-safety-for-paycheck/19100360/,https://apnews.com/ae7b72ed80ba9a13a26eea9d56fde964,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,
unknown,unknown,unknown,North Carolina,,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",5/28/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"North Carolina Health News, The Guardian",,https://www.northcarolinahealthnews.org/2020/05/28/as-covid-races-through-mountaire-farms-poultry-plant-workers-deemed-vital-feel-dispensable/,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",5/1/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",5/1/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",5/1/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",5/1/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",5/1/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",5/1/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",5/1/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",5/1/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",5/1/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",5/1/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",5/1/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",5/1/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",5/1/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",5/1/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",5/1/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",5/1/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",7/6/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
